semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department
3,6.78,70.3,63.9,2,14.0,2,<6,10.1,Low,30-60,EE
1,4.91,50.7,77.1,4,8.3,2,<6,12.4,Medium,30-60,IT
1,6.58,55.6,76.1,0,13.9,2,<6,3.1,Low,30-60,ME
3,5.72,55.6,73.6,4,6.1,1,<6,8.7,Low,30-60,EE
5,5.03,47.5,70.4,4,8.3,1,>8,6.8,Low,<30,EC
2,7.8,61.5,78.2,0,15.9,2,<6,3.4,Medium,<30,EC
2,6.35,51.5,78.4,1,17.2,2,6-8,6.4,Low,>60,EE
6,5.47,40.5,51.6,3,9.3,1,<6,11.3,Low,>60,ME
6,6.14,43.7,64.1,6,3.0,1,<6,15.0,Medium,<30,EE
5,6.87,62.5,69.6,2,12.9,2,6-8,11.3,Medium,30-60,CE
3,4.59,36.5,57.6,6,11.6,1,>8,9.8,Medium,<30,CE
2,6.47,56.3,87.6,3,15.2,2,<6,8.3,Low,>60,IT
7,5.67,50.8,86.4,2,18.8,3,6-8,3.1,Medium,30-60,ICT
2,5.87,33.8,72.2,1,11.3,2,<6,11.7,High,30-60,CE
3,6.99,63.0,86.8,4,25.7,4,6-8,7.5,Medium,30-60,IT
4,4.69,38.1,72.9,4,7.2,0,6-8,11.6,Medium,>60,EE
4,7.98,74.8,83.6,0,28.7,3,6-8,2.0,Medium,30-60,CE
0,8.56,58.3,72.9,-1,11.3,2,<6,13.4,Low,30-60,EC
7,5.04,35.6,71.3,5,4.8,2,>8,9.7,Low,30-60,ICT
7,6.83,70.7,85.9,2,22.4,4,>8,6.2,High,30-60,EC
1,7.49,71.6,71.9,5,18.7,1,>8,5.3,Low,<30,CE
6,7.37,56.0,83.3,1,13.5,3,6-8,2.6,Medium,>60,EE
1,3.6,31.8,56.4,5,3.0,1,>8,12.1,Medium,<30,ICT
2,7.01,63.8,79.1,1,17.2,2,<6,3.9,Low,>60,IT
4,5.66,48.9,78.7,4,20.6,1,<6,6.4,Low,<30,CE
7,7.05,75.0,76.7,5,16.0,3,6-8,4.8,Medium,>60,ICT
4,7.45,62.1,62.5,2,15.9,4,6-8,11.1,Medium,30-60,EC
3,8.46,73.4,86.5,0,21.5,3,6-8,4.9,High,<30,CE
4,3.73,44.0,55.5,8,3.0,0,<6,10.5,Medium,<30,ME
2,7.08,85.6,77.1,0,26.2,4,<6,8.9,Medium,30-60,IT
7,7.49,70.1,79.7,2,17.6,2,6-8,3.7,High,30-60,ME
7,6.61,75.1,88.2,2,15.5,1,6-8,14.6,Medium,30-60,ME
5,5.81,35.6,67.8,6,3.0,0,6-8,13.1,Low,30-60,ICT
1,2.99,37.0,66.2,3,7.0,1,<6,12.1,Low,>60,CE
4,5.24,52.8,81.2,3,22.0,1,<6,7.6,Medium,<30,CE
3,7.15,74.9,89.4,1,22.2,3,<6,7.4,Low,30-60,CE
7,6.15,59.8,65.2,1,14.3,2,6-8,3.7,Medium,<30,CE
0,5.49,56.2,84.7,-1,13.5,3,6-8,6.0,Medium,<30,EE
2,4.46,37.0,58.8,3,3.4,0,>8,11.5,Medium,<30,EC
4,6.3,68.5,74.9,3,14.2,1,<6,9.1,Medium,>60,ICT
6,7.85,80.9,77.4,1,19.1,5,6-8,4.1,Medium,30-60,CE
5,8.63,68.0,88.1,0,27.4,2,6-8,2.9,High,<30,ICT
7,4.79,42.1,49.5,3,7.9,1,6-8,9.6,High,30-60,ME
2,6.99,51.2,75.7,4,18.8,3,>8,8.8,Low,<30,IT
1,6.83,60.3,63.4,6,16.5,1,6-8,7.9,Medium,<30,EE
4,5.89,49.1,75.2,7,3.0,0,6-8,12.6,High,<30,EE
3,8.77,70.4,95.8,0,18.8,3,6-8,6.5,Low,30-60,ME
2,8.81,100.0,100.0,0,26.2,4,6-8,3.7,Medium,<30,ME
6,5.48,47.5,69.6,5,7.6,0,<6,10.6,Low,30-60,EE
4,6.31,57.4,61.4,0,16.0,3,<6,5.3,Medium,30-60,CE
2,7.35,51.9,83.6,0,10.5,2,<6,1.2,Medium,30-60,IT
4,7.46,70.0,78.6,1,24.1,3,<6,11.5,Medium,<30,ME
7,8.67,80.7,77.0,0,25.3,3,6-8,6.9,Low,<30,IT
2,7.7,56.7,85.0,0,17.3,3,<6,3.6,Low,30-60,IT
3,2.95,28.0,55.0,6,3.0,0,<6,14.2,Low,>60,ICT
2,5.19,54.5,62.2,2,5.5,0,<6,10.3,Medium,>60,ICT
4,5.5,42.5,79.4,6,11.5,1,>8,10.5,Medium,30-60,CE
7,4.87,57.8,74.6,5,10.1,1,<6,11.8,Medium,30-60,EE
5,5.92,51.9,70.5,1,17.5,2,6-8,5.1,Medium,<30,EE
1,6.23,45.9,78.2,5,8.1,3,6-8,9.0,Low,<30,IT
1,3.21,38.0,60.1,7,3.6,0,<6,11.2,Low,<30,EC
0,8.12,28.3,57.2,-1,8.2,0,<6,15.7,Medium,30-60,CE
6,4.47,33.2,54.6,7,10.4,0,>8,16.7,High,<30,ME
3,4.84,42.3,60.9,8,5.9,0,<6,11.8,Medium,<30,IT
3,7.7,66.6,96.5,1,23.7,1,6-8,3.9,Medium,30-60,EC
2,5.32,55.3,70.2,1,10.6,1,>8,4.8,High,30-60,IT
3,4.99,55.4,68.6,3,11.3,0,6-8,11.1,High,<30,ICT
3,4.03,43.0,56.6,4,3.0,0,<6,20.0,Medium,>60,CE
5,6.01,42.9,62.5,5,10.7,1,<6,11.3,Medium,<30,ICT
5,6.77,53.4,77.3,3,17.1,3,6-8,7.2,Low,>60,EE
3,7.93,70.0,76.7,1,22.1,2,<6,1.9,Medium,30-60,IT
5,6.15,59.4,70.4,5,11.0,1,<6,7.8,High,30-60,EC
4,5.67,72.6,73.9,4,14.8,2,<6,7.2,Low,<30,ME
5,5.47,27.9,51.5,4,10.8,0,<6,8.9,Low,<30,ICT
6,5.89,53.6,65.9,2,11.9,2,6-8,12.1,Low,30-60,ICT
0,6.37,55.0,76.6,-1,23.1,2,<6,6.9,Low,30-60,ICT
6,5.9,58.8,55.7,4,12.9,1,<6,12.3,Medium,30-60,ICT
2,8.45,78.5,79.2,0,26.2,4,6-8,2.0,Medium,>60,ICT
3,8.14,75.6,75.1,0,26.0,3,<6,0.0,Medium,30-60,ME
2,7.13,68.0,76.3,1,11.3,2,<6,9.4,Low,>60,EE
6,5.27,54.8,79.9,4,8.8,1,<6,10.8,Low,<30,EE
6,9.23,83.2,99.9,0,28.3,5,>8,8.8,Low,30-60,EE
1,7.58,67.6,77.9,0,24.8,2,6-8,11.3,Low,<30,IT
4,7.07,64.6,70.2,2,4.0,2,6-8,6.9,Medium,<30,ME
3,6.64,58.7,80.2,0,17.0,2,6-8,5.0,High,<30,CE
1,5.89,56.9,74.9,3,15.9,3,6-8,3.1,Low,>60,EE
4,7.03,58.3,71.7,2,22.8,3,6-8,6.8,Medium,<30,EC
3,4.45,51.9,71.0,2,11.0,2,<6,15.5,Medium,30-60,ICT
5,5.45,52.1,66.9,7,15.7,1,6-8,10.8,Medium,30-60,EE
6,4.35,43.9,62.2,2,9.2,2,<6,10.8,Medium,<30,IT
0,9.47,73.0,85.0,-1,19.4,2,<6,10.2,Medium,30-60,EE
4,6.3,61.1,77.3,3,13.7,2,6-8,0.7,Medium,30-60,ICT
4,7.7,69.9,82.7,1,19.2,3,6-8,6.6,Medium,<30,CE
2,5.1,42.0,57.8,5,8.8,0,<6,15.3,Low,30-60,CE
6,8.51,81.1,87.0,0,28.0,4,<6,2.2,Medium,>60,EE
7,8.28,81.3,83.6,0,22.7,4,6-8,3.9,Low,>60,ME
6,5.38,32.3,64.0,4,5.8,1,<6,9.0,Low,30-60,CE
4,5.75,60.3,75.4,5,16.4,2,6-8,10.8,Medium,30-60,ME
0,7.39,52.4,68.4,-1,9.7,1,<6,4.3,Low,<30,IT
3,5.95,29.2,61.7,2,9.9,1,6-8,10.1,Low,30-60,ME
5,6.56,49.2,71.9,3,13.0,2,6-8,9.5,Medium,>60,IT
1,6.73,64.2,70.8,1,14.1,3,6-8,4.8,High,30-60,ME
6,5.59,67.2,71.4,2,17.8,1,6-8,12.1,Medium,<30,CE
4,4.97,33.7,57.1,5,3.0,1,6-8,11.2,Low,<30,ICT
2,7.8,60.3,89.4,1,17.8,3,6-8,5.1,Medium,>60,EC
6,5.48,54.3,65.3,6,12.2,1,6-8,12.4,Medium,<30,EC
5,6.96,63.1,71.1,6,14.7,1,>8,8.2,Low,<30,IT
2,7.85,92.2,90.8,0,18.7,4,6-8,2.1,Medium,30-60,EE
1,5.86,62.9,77.0,3,22.9,3,6-8,10.8,High,>60,IT
1,5.11,39.9,72.9,6,15.4,1,<6,8.5,Medium,>60,CE
7,5.53,39.7,73.2,8,6.6,0,<6,10.3,Medium,<30,EC
6,7.07,67.8,85.4,1,29.6,3,6-8,8.4,High,<30,EC
5,7.12,63.3,80.8,3,23.0,4,<6,5.5,High,30-60,EC
3,5.7,57.0,63.9,2,11.5,1,<6,10.0,Medium,<30,ME
6,5.26,65.6,62.9,1,9.2,1,>8,17.9,Medium,>60,IT
5,6.98,52.0,75.7,3,22.1,1,6-8,7.5,Low,30-60,EC
4,7.24,68.9,88.0,3,16.8,3,6-8,0.5,Medium,<30,ME
6,7.16,49.3,60.3,3,20.9,2,6-8,12.9,Low,>60,ME
1,5.26,33.3,69.4,6,12.2,1,<6,10.3,Medium,30-60,ME
6,6.23,71.4,76.8,2,15.7,2,>8,13.4,Medium,<30,CE
1,7.83,63.5,73.6,4,18.2,1,6-8,11.3,Medium,<30,IT
7,6.09,51.2,68.8,5,16.3,2,6-8,5.3,Low,30-60,ICT
2,7.19,80.7,87.7,0,15.9,1,6-8,8.7,High,<30,EC
3,6.83,59.2,67.1,3,19.3,4,6-8,10.3,Medium,30-60,ME
6,7.65,81.2,82.6,0,26.7,4,>8,4.2,Low,30-60,IT
1,5.75,52.8,57.3,4,11.1,3,>8,9.8,Medium,30-60,CE
7,4.85,46.0,45.0,6,12.9,3,<6,8.5,Medium,<30,ME
5,6.77,57.4,68.2,4,14.4,3,6-8,4.1,Medium,<30,CE
2,8.73,88.7,89.3,0,19.5,5,6-8,3.7,High,30-60,EC
7,4.58,48.1,59.7,6,3.0,0,6-8,11.7,Low,<30,EE
0,5.1,43.3,61.6,-1,3.6,1,<6,13.7,Medium,>60,ICT
0,7.3,70.8,70.2,-1,11.0,1,6-8,12.0,Low,<30,ME
2,6.94,73.1,86.8,0,13.8,2,6-8,4.9,Medium,<30,ME
1,5.37,53.6,67.3,2,12.4,0,<6,4.6,Low,>60,EC
6,6.26,57.4,64.8,1,13.8,2,<6,6.7,High,30-60,EC
3,7.58,75.2,78.0,0,15.3,3,6-8,3.4,High,<30,ICT
4,6.45,68.2,71.2,1,14.6,2,6-8,10.5,High,30-60,EC
6,8.02,57.8,78.4,2,13.4,2,<6,8.3,Medium,30-60,EC
1,3.69,29.0,52.9,8,3.7,0,<6,11.7,High,30-60,CE
7,6.34,47.2,77.7,7,12.4,1,6-8,6.3,Low,30-60,EC
5,6.88,55.2,75.6,6,12.2,1,>8,14.5,Medium,>60,IT
0,5.48,27.1,57.6,-1,8.6,0,<6,13.2,Medium,30-60,EE
4,6.65,68.3,89.5,1,16.4,2,6-8,9.0,Low,30-60,IT
6,6.69,53.5,65.4,4,10.0,1,<6,5.9,Medium,<30,EE
7,5.99,55.5,70.3,5,11.5,3,>8,4.8,Medium,30-60,ME
5,6.46,49.8,63.1,2,14.9,2,<6,4.8,Medium,>60,CE
7,7.16,53.7,72.1,4,10.4,3,6-8,8.1,High,30-60,ME
4,7.04,71.3,74.8,2,14.8,5,>8,7.6,Medium,<30,ICT
3,7.52,81.6,70.3,3,16.2,3,>8,6.7,Low,<30,CE
2,7.08,73.5,76.7,1,15.8,3,6-8,5.5,Medium,>60,ME
3,9.14,96.7,81.1,0,26.3,5,6-8,1.6,High,30-60,EC
6,5.66,51.7,77.5,5,14.1,2,6-8,11.6,Low,<30,ME
0,7.18,41.9,66.1,-1,3.0,0,>8,13.1,Medium,<30,CE
2,6.98,82.9,84.8,0,18.7,2,<6,4.6,Medium,<30,IT
7,8.35,89.1,91.8,0,22.5,5,6-8,3.0,Medium,30-60,CE
6,5.56,53.6,56.0,2,9.9,2,<6,13.1,Low,30-60,ME
2,8.46,77.0,93.7,0,19.9,3,6-8,0.0,Low,<30,EC
6,6.14,68.4,76.2,7,15.4,2,6-8,9.7,High,<30,EE
1,6.74,61.2,74.5,2,22.4,2,6-8,5.2,Medium,30-60,ICT
5,6.88,72.7,100.0,2,26.1,2,>8,1.9,High,30-60,ME
1,5.49,58.3,83.5,6,10.9,1,6-8,9.4,High,30-60,EE
4,8.34,85.4,97.8,0,23.1,4,6-8,0.0,Medium,>60,CE
5,9.3,76.9,91.8,0,24.6,4,6-8,4.7,Low,30-60,CE
5,5.58,52.6,75.0,7,7.4,0,6-8,12.7,Medium,30-60,ICT
7,6.79,62.4,79.3,3,18.1,1,<6,9.5,Medium,<30,IT
6,7.72,72.1,92.8,1,14.3,3,6-8,7.2,Low,<30,EC
2,4.31,47.2,75.1,8,5.3,0,<6,12.0,Medium,30-60,CE
6,6.74,62.6,78.7,1,24.3,2,<6,12.2,Low,>60,EC
0,8.43,38.0,59.2,-1,4.7,0,6-8,8.7,Low,30-60,EE
5,7.24,77.2,73.9,0,17.9,3,6-8,5.3,High,<30,ME
4,5.36,65.4,66.1,3,17.2,3,6-8,13.5,Low,<30,CE
3,5.71,41.2,82.0,6,10.7,2,6-8,7.0,Medium,<30,EE
5,4.21,46.5,74.7,8,9.0,0,6-8,10.7,Medium,<30,ICT
0,7.67,46.3,75.7,-1,6.2,2,6-8,11.6,Low,<30,CE
6,6.84,59.8,87.3,0,16.0,3,6-8,8.8,Medium,<30,EE
2,6.9,51.2,67.8,1,15.9,2,>8,7.0,Low,<30,IT
6,8.24,83.0,87.4,0,17.8,4,6-8,0.0,High,30-60,EC
2,8.69,75.9,75.3,1,14.1,4,6-8,2.9,Medium,<30,EC
5,8.15,84.3,90.7,0,12.5,4,6-8,2.4,Low,>60,IT
7,6.12,46.1,73.2,8,9.1,2,6-8,8.6,Medium,30-60,EE
5,6.58,66.0,68.6,2,19.0,3,6-8,2.2,Low,30-60,EC
2,6.3,48.1,58.2,8,7.7,1,>8,11.3,High,<30,ME
5,5.06,57.9,64.1,3,6.9,1,6-8,18.0,Low,<30,CE
5,7.85,66.5,82.6,2,22.9,3,6-8,2.1,Low,<30,CE
7,5.66,50.3,62.7,5,12.5,0,<6,12.1,Low,>60,CE
2,5.14,43.4,74.6,3,12.3,0,6-8,16.3,Medium,<30,ME
7,6.86,67.0,79.8,2,14.6,3,6-8,10.9,High,30-60,ICT
5,5.94,54.2,71.8,3,7.8,2,6-8,6.4,Low,<30,CE
2,6.3,54.3,74.8,1,3.0,3,<6,10.7,Medium,30-60,EC
4,9.63,82.2,92.5,0,28.4,4,<6,1.4,Medium,30-60,CE
6,5.73,44.1,58.0,8,12.0,1,<6,15.9,Medium,<30,EC
0,7.59,64.2,79.4,-1,19.9,2,6-8,9.2,Medium,>60,IT
2,7.23,53.7,73.8,1,16.6,2,<6,2.0,Medium,30-60,ICT
7,7.47,68.9,80.7,1,17.5,4,<6,4.2,Medium,>60,ME
1,5.69,42.6,79.4,3,9.2,2,>8,7.1,Low,<30,CE
4,6.56,64.3,75.7,5,16.3,1,6-8,12.6,Low,30-60,ICT
4,6.61,55.4,80.6,4,13.7,2,6-8,5.4,Low,>60,ME
2,5.18,43.3,57.2,4,3.0,0,6-8,12.1,Medium,>60,EC
3,4.32,50.5,67.0,6,4.5,0,<6,9.1,High,30-60,EC
7,6.5,61.3,79.4,5,8.8,3,<6,7.9,Medium,30-60,IT
0,8.43,73.4,78.6,-1,21.1,3,<6,2.3,Medium,>60,IT
1,6.39,62.4,63.7,3,3.0,2,6-8,10.2,Medium,<30,CE
7,6.12,39.4,74.7,2,12.9,2,6-8,10.3,Low,<30,ICT
1,8.87,75.5,88.9,1,15.1,4,<6,2.4,Medium,30-60,CE
1,5.56,49.0,64.3,3,16.4,2,6-8,12.2,Medium,>60,EE
4,7.76,50.3,88.4,1,17.1,4,6-8,9.8,Medium,30-60,IT
7,9.77,96.0,95.1,0,29.3,5,<6,0.0,Medium,>60,IT
3,6.06,66.4,75.1,6,18.9,1,>8,10.6,High,30-60,ICT
4,5.79,65.9,76.1,4,13.9,1,<6,9.6,Medium,30-60,EE
6,6.5,54.3,79.0,0,12.6,2,>8,9.6,Medium,30-60,ICT
5,8.56,74.2,86.1,0,21.4,4,6-8,0.7,Low,<30,ME
7,6.4,64.1,78.7,4,8.8,2,6-8,5.9,Medium,30-60,IT
4,7.09,66.2,92.3,2,17.8,3,6-8,2.4,Medium,<30,IT
3,6.94,72.1,77.7,0,21.8,4,6-8,7.7,Medium,>60,CE
2,6.79,71.3,71.8,1,13.2,3,6-8,10.0,Medium,<30,IT
7,5.85,73.4,86.6,5,14.0,2,<6,9.3,Low,>60,CE
6,5.1,45.9,68.6,2,14.7,2,>8,15.3,Low,<30,CE
6,10.0,86.0,100.0,0,28.8,5,6-8,0.0,Medium,<30,EE
1,3.78,50.1,67.4,3,9.4,0,>8,13.0,Medium,>60,CE
3,4.94,33.4,64.1,2,4.0,1,<6,11.3,Low,30-60,EE
0,7.75,66.5,90.7,-1,18.0,1,6-8,10.2,Low,30-60,ICT
4,7.08,67.0,71.5,3,21.7,2,<6,9.1,Low,<30,CE
0,8.23,52.1,80.8,-1,19.3,3,6-8,10.0,Medium,<30,EE
1,5.75,57.5,76.6,5,8.9,2,<6,9.5,Medium,<30,EC
2,5.61,52.6,60.3,5,17.5,1,<6,7.2,Low,>60,IT
6,5.77,43.3,79.4,2,10.0,2,<6,11.6,Low,30-60,EE
1,7.93,62.7,81.4,3,35.6,5,<6,2.5,Low,>60,ICT
7,5.1,62.6,71.0,3,10.4,1,>8,13.3,Low,30-60,ME
4,6.42,62.3,71.1,2,15.4,3,<6,10.8,Low,>60,ME
1,5.74,65.0,78.0,3,15.5,2,<6,10.2,Low,>60,ICT
7,4.64,40.9,55.5,8,3.0,0,>8,12.7,High,30-60,EC
0,9.4,48.7,65.7,-1,6.4,1,<6,7.3,Medium,30-60,EC
1,8.52,63.9,71.0,1,14.4,4,6-8,6.8,Medium,30-60,EC
1,6.18,46.2,67.6,1,7.9,0,>8,12.8,Low,<30,CE
6,8.25,65.5,75.4,1,20.4,3,6-8,1.1,Low,<30,EC
3,6.68,63.3,88.1,2,16.6,2,<6,8.4,Low,<30,ME
6,4.71,47.6,65.9,7,14.5,0,6-8,15.3,Low,<30,EE
0,7.17,66.9,78.9,-1,15.1,2,6-8,4.3,Low,<30,EC
7,6.3,57.5,71.9,4,11.0,0,<6,14.2,High,>60,ICT
6,5.66,64.7,72.2,3,19.7,1,>8,5.2,Medium,<30,ICT
3,8.73,81.4,67.5,0,22.6,4,>8,6.8,Medium,>60,CE
1,5.7,41.4,69.8,3,7.5,0,6-8,9.9,Medium,30-60,EE
2,6.39,63.3,64.8,6,9.2,2,6-8,8.5,Low,>60,ME
2,5.24,53.1,73.5,2,13.4,0,<6,6.6,Medium,>60,EE
5,4.9,38.5,79.8,6,6.2,1,<6,14.2,Low,<30,IT
3,5.64,45.4,70.8,0,16.2,2,<6,12.9,Medium,30-60,CE
0,7.57,55.8,85.4,-1,8.0,2,6-8,12.1,Low,<30,ICT
3,6.74,56.3,64.6,1,13.7,1,<6,4.6,Low,<30,EE
4,6.91,80.3,73.5,0,24.7,2,6-8,4.5,High,30-60,IT
0,7.03,50.6,64.3,-1,4.0,1,>8,11.9,Low,>60,ICT
4,4.23,39.3,57.9,1,9.8,0,<6,14.8,High,<30,ICT
6,7.5,79.4,78.2,1,12.8,3,6-8,3.8,High,>60,IT
4,6.02,40.4,66.0,4,14.5,1,6-8,7.5,High,<30,EC
2,8.18,89.2,100.0,0,30.1,4,6-8,0.0,Low,30-60,EE
3,3.96,56.5,72.4,3,7.6,1,>8,11.5,Low,30-60,EC
3,7.32,47.1,69.1,3,13.1,2,<6,6.8,Medium,<30,EE
6,3.54,28.0,60.8,3,3.0,0,<6,16.6,Low,>60,CE
0,5.63,39.4,63.1,-1,11.4,0,<6,6.3,High,30-60,IT
3,3.09,36.1,58.4,4,3.2,0,<6,13.6,Medium,30-60,CE
7,6.78,65.2,78.0,3,18.3,2,<6,10.3,Medium,>60,ICT
6,6.56,40.5,60.9,2,11.3,2,6-8,8.9,Low,30-60,EE
1,6.91,72.0,86.4,2,16.5,1,6-8,12.2,High,<30,ME
3,8.3,74.1,90.4,1,16.6,2,<6,10.3,Low,30-60,IT
0,8.23,67.2,88.3,-1,28.0,3,>8,6.9,Low,<30,CE
5,7.23,54.9,75.7,2,11.8,1,6-8,6.0,High,30-60,IT
1,6.71,68.2,72.4,2,18.2,2,6-8,9.2,Medium,<30,IT
3,6.18,64.9,82.0,2,10.4,3,6-8,8.5,High,>60,ME
7,6.01,41.3,73.0,3,7.0,2,<6,16.4,Medium,>60,EE
1,3.42,50.0,71.8,8,5.5,3,<6,16.4,Low,30-60,CE
2,7.98,81.5,83.8,0,15.0,4,6-8,0.0,Low,<30,IT
6,3.92,35.3,52.8,6,13.6,0,<6,12.7,Medium,>60,EC
5,7.15,60.8,68.9,1,23.6,1,6-8,9.2,Medium,>60,EC
6,6.05,72.5,70.9,1,14.2,2,<6,8.1,Low,30-60,ICT
7,4.58,39.7,71.5,5,14.3,1,6-8,11.8,Medium,>60,ICT
7,5.62,54.2,64.8,2,14.1,1,6-8,1.5,Low,30-60,ME
2,6.09,66.5,69.4,6,18.4,3,6-8,6.3,High,<30,EC
2,6.67,57.9,85.9,3,18.8,4,6-8,2.2,High,30-60,EC
0,7.41,51.1,79.8,-1,13.0,2,>8,9.3,Low,30-60,EC
3,5.92,58.2,75.8,4,16.8,1,6-8,5.9,Medium,<30,ME
6,6.55,57.8,75.1,3,11.4,3,6-8,11.7,Medium,30-60,ICT
2,7.47,68.3,77.3,1,14.7,4,6-8,3.4,Low,>60,EE
6,7.34,72.4,86.7,1,23.0,3,6-8,7.2,Medium,<30,EC
4,8.09,70.4,85.7,0,25.4,3,<6,2.5,Low,30-60,EE
3,7.94,70.7,74.1,0,13.1,2,<6,4.3,Low,>60,EC
3,6.52,61.6,72.3,2,17.7,1,6-8,10.4,Low,<30,ME
6,7.31,64.2,81.4,1,23.5,4,<6,6.7,High,<30,EC
2,7.91,74.1,82.8,2,18.6,3,6-8,4.3,Low,<30,ME
5,6.2,46.4,70.2,2,10.3,1,6-8,9.4,Medium,30-60,IT
3,5.74,62.9,80.9,5,20.1,2,6-8,9.3,Medium,30-60,ME
6,7.17,73.4,63.0,2,18.9,3,6-8,8.8,Medium,>60,EC
2,4.18,40.0,53.8,3,3.7,0,<6,14.0,Low,<30,CE
2,7.86,71.1,84.3,0,20.7,3,6-8,10.5,Low,<30,ICT
4,6.79,63.7,87.5,2,17.1,1,>8,6.1,Low,30-60,ME
5,6.76,72.6,67.8,3,14.0,2,6-8,6.0,Low,30-60,CE
1,6.44,61.5,67.9,5,9.1,3,>8,5.2,Low,<30,ICT
7,7.61,81.6,83.0,1,18.1,4,<6,4.2,High,<30,EC
0,9.2,79.8,78.5,-1,22.1,4,6-8,4.1,Medium,>60,EE
0,6.97,59.4,80.3,-1,14.8,2,>8,10.0,Low,>60,EE
3,8.37,84.7,91.6,0,18.0,5,6-8,0.0,Medium,<30,ME
6,7.33,66.0,92.0,1,16.5,4,<6,1.4,Medium,<30,ME
1,6.3,55.3,60.1,6,10.2,1,>8,8.7,Low,30-60,IT
4,7.86,55.5,81.0,2,17.6,2,<6,9.2,Medium,30-60,ICT
3,6.71,74.6,88.4,1,21.3,3,<6,4.9,Low,<30,ICT
5,5.75,49.8,78.7,8,15.2,1,6-8,9.9,Medium,<30,ME
2,4.79,60.2,59.5,3,17.7,1,<6,7.5,High,<30,IT
4,6.18,46.6,64.0,4,15.0,1,<6,10.8,High,30-60,CE
7,7.26,55.0,79.0,3,14.3,2,6-8,10.8,High,30-60,CE
0,7.03,55.6,63.7,-1,14.4,3,6-8,7.1,High,>60,IT
7,6.94,66.9,83.0,2,17.3,2,6-8,4.5,Medium,<30,EE
1,6.44,58.5,72.9,1,12.0,3,6-8,1.3,Low,<30,IT
0,7.22,84.7,74.3,-1,26.2,4,6-8,6.3,Medium,<30,ME
2,6.76,80.9,90.5,2,16.6,2,6-8,7.4,Medium,<30,EE
4,5.79,49.0,77.5,2,7.6,1,<6,5.7,Low,<30,CE
3,9.01,90.0,77.2,0,32.9,4,6-8,2.8,Medium,30-60,CE
1,4.88,41.9,78.0,2,12.7,1,6-8,2.9,High,<30,EC
3,5.48,55.9,67.7,4,19.7,2,6-8,11.2,Low,30-60,CE
0,7.55,72.7,78.5,-1,19.0,3,>8,4.7,Low,30-60,IT
0,7.92,96.0,95.2,-1,31.9,5,6-8,0.0,Medium,<30,IT
6,7.03,65.4,75.7,0,18.7,2,6-8,10.3,Low,30-60,ME
4,6.06,55.5,60.6,4,16.8,0,<6,8.5,Low,<30,IT
3,4.72,34.3,59.0,7,5.7,0,<6,10.4,Medium,30-60,EE
3,4.67,24.3,59.9,3,8.2,0,<6,13.3,Low,30-60,CE
3,6.5,68.8,73.6,2,18.7,2,<6,8.0,Medium,30-60,ICT
2,7.02,84.1,65.3,3,25.0,2,<6,5.0,Low,30-60,CE
5,5.35,39.5,59.4,2,3.0,0,<6,13.2,Low,30-60,ME
2,6.55,73.8,69.6,2,11.7,1,>8,5.2,Low,30-60,ME
4,5.78,47.5,58.2,5,11.0,0,6-8,14.9,Medium,<30,EE
1,4.9,38.0,65.2,6,11.5,1,<6,9.9,Medium,30-60,EE
0,9.46,60.9,80.9,-1,14.7,4,>8,7.5,High,<30,IT
1,5.87,47.9,77.0,3,6.3,2,>8,12.8,Low,>60,IT
3,7.54,93.8,86.3,0,23.2,4,6-8,5.4,Medium,30-60,IT
1,5.78,57.9,86.0,3,8.4,3,>8,9.5,Medium,30-60,CE
5,7.71,83.1,97.5,0,21.6,3,<6,9.1,High,30-60,EE
1,8.4,83.5,96.5,0,28.2,5,6-8,0.0,Medium,30-60,ICT
6,5.21,66.9,58.3,5,9.4,1,<6,6.5,Medium,30-60,IT
6,9.67,97.1,93.5,0,27.7,4,>8,3.8,High,<30,EE
2,6.2,64.4,74.0,2,3.0,2,>8,10.6,Low,<30,ME
3,5.91,53.2,66.4,5,7.8,0,6-8,10.6,High,30-60,CE
5,5.4,57.8,67.2,2,18.2,1,6-8,7.4,Low,>60,EC
3,5.58,46.5,60.9,5,10.7,1,<6,10.9,Medium,30-60,EE
0,7.16,69.4,78.8,-1,23.8,2,6-8,5.0,Medium,>60,ME
2,8.47,73.4,79.2,0,24.5,3,6-8,4.5,Medium,30-60,ICT
4,7.42,80.2,84.8,0,30.5,3,<6,2.6,Medium,30-60,EE
6,4.78,44.6,74.9,7,3.0,0,>8,15.3,Medium,>60,IT
0,7.62,58.2,77.6,-1,21.8,1,6-8,3.4,High,<30,EC
1,3.42,34.1,53.6,6,10.3,1,<6,12.7,High,30-60,ICT
7,7.33,60.9,75.4,0,21.0,3,<6,1.4,Medium,<30,EC
2,5.05,54.7,66.7,2,8.3,2,<6,8.9,Low,30-60,ICT
3,6.89,74.9,75.9,4,17.9,2,<6,3.9,Medium,30-60,ME
5,5.37,46.9,67.3,3,3.0,1,6-8,6.8,Medium,30-60,IT
3,3.9,42.5,60.8,4,3.0,0,>8,8.8,Medium,30-60,ICT
2,8.33,59.6,89.1,0,20.8,2,6-8,7.1,Medium,30-60,CE
