semesters_completed,cpi,internal_marks_percentage,attendance_percentage,total_backlogs,study_hours_weekly,pyq_solving_frequency,sleep_category,gaming_hours_weekly,extra_curricular_level,travel_time_category,department,performance_score,performance_category
3,5.31,58.9,56.1,6,8.0,0,6-8,14.1,Low,>60,ME,32.14,At Risk
5,5.51,56.5,64.4,6,21.1,0,6-8,9.9,Medium,30-60,EE,42.49,Below Average
6,7.71,97.7,71.6,1,27.4,3,6-8,6.9,Low,30-60,CE,72.13,Good
1,8.96,76.0,88.6,0,25.8,4,6-8,4.7,Low,>60,IT,79.43,Excellent
6,6.15,42.0,67.7,3,16.5,2,<6,7.9,High,30-60,IT,46.75,Average
2,6.33,60.6,68.5,1,10.0,2,>8,5.9,Low,30-60,IT,53.54,Average
4,4.29,35.3,50.2,6,7.9,0,6-8,16.3,Medium,>60,EE,24.46,At Risk
4,5.41,49.9,71.8,1,19.7,2,<6,5.0,Medium,<30,ME,54.5,Average
4,4.24,37.3,66.6,5,7.8,1,<6,13.8,Medium,<30,IT,33.65,At Risk
6,6.36,51.2,74.7,1,8.3,2,<6,12.1,Medium,>60,ME,51.31,Average
6,7.92,83.2,85.3,1,25.5,4,6-8,6.2,Low,<30,ICT,77.04,Excellent
2,4.03,42.1,68.9,8,3.0,0,6-8,15.3,Medium,30-60,EC,27.51,At Risk
1,5.54,38.3,69.7,5,9.1,1,6-8,13.4,Low,<30,ICT,39.89,Below Average
0,5.96,51.0,59.5,-1,10.5,1,<6,11.8,Low,<30,CE,47.06,Average
5,5.14,38.2,43.3,7,3.0,0,6-8,10.6,Low,>60,EE,21.91,At Risk
3,6.58,74.1,68.6,2,22.3,3,6-8,8.3,Low,30-60,CE,60.26,Good
1,6.82,68.4,70.4,2,17.9,3,<6,8.3,Low,30-60,CE,56.88,Average
4,9.39,96.4,89.5,0,22.5,5,<6,0.0,High,<30,EC,87.34,Excellent
7,4.91,46.1,58.1,7,16.2,0,6-8,9.9,Low,<30,ME,33.36,At Risk
4,3.57,40.2,53.7,8,6.9,0,6-8,17.6,High,30-60,CE,20.4,At Risk
6,7.13,68.2,81.4,0,22.4,4,<6,4.2,Low,>60,CE,66.83,Good
0,5.99,58.0,79.7,-1,22.2,1,6-8,12.1,Medium,30-60,EE,60.59,Good
7,6.29,52.7,67.8,2,14.8,0,>8,6.6,Medium,<30,EC,51.51,Average
4,8.09,80.0,100.0,0,22.3,3,<6,0.3,High,<30,ME,80.6,Excellent
4,6.56,60.0,65.9,3,28.3,1,<6,5.7,High,30-60,CE,52.58,Average
1,7.56,68.3,75.7,2,20.3,4,6-8,3.4,Low,<30,IT,67.99,Good
3,5.63,49.0,74.6,5,8.7,1,<6,12.9,Low,>60,EE,38.2,Below Average
4,5.38,38.2,57.3,1,12.8,1,<6,11.1,Low,>60,IT,38.59,Below Average
1,5.94,64.7,75.3,1,18.1,1,6-8,9.0,Medium,30-60,CE,58.19,Average
2,7.59,66.3,73.9,0,20.1,2,<6,0.2,High,<30,CE,66.62,Good
6,6.0,68.2,84.8,1,13.6,2,<6,10.9,Medium,>60,IT,57.85,Average
0,5.49,49.1,84.1,-1,18.3,2,6-8,8.8,High,>60,EC,57.61,Average
4,3.28,21.3,59.0,8,3.0,0,<6,13.6,High,<30,ICT,16.6,At Risk
6,4.56,26.0,50.2,4,3.0,0,<6,14.5,Medium,<30,CE,26.53,At Risk
7,4.32,27.7,54.3,5,6.8,0,<6,17.0,Low,30-60,CE,22.65,At Risk
5,6.3,66.5,80.8,2,17.3,2,<6,8.2,High,>60,ME,55.97,Average
0,8.63,42.0,65.3,-1,6.6,0,>8,12.2,Medium,<30,EC,56.3,Average
5,8.05,80.0,92.4,0,20.0,3,<6,5.7,Medium,30-60,ME,76.03,Excellent
5,6.89,57.5,90.6,1,15.3,3,<6,9.9,Medium,<30,ME,65.47,Good
4,7.15,63.8,65.7,2,8.9,2,6-8,5.8,Low,<30,ME,56.48,Average
3,4.49,50.8,82.8,3,9.6,1,>8,10.9,Medium,<30,ME,47.63,Average
3,4.54,49.5,62.8,4,11.5,0,6-8,9.5,Medium,30-60,EC,38.9,Below Average
7,8.52,77.0,84.6,0,22.3,4,6-8,3.0,Low,30-60,CE,77.9,Excellent
7,8.56,85.2,83.6,0,19.0,4,6-8,2.7,Medium,30-60,ME,80.32,Excellent
2,6.47,61.9,88.0,4,15.6,2,6-8,2.7,Low,30-60,EE,58.44,Average
0,6.92,42.2,61.0,-1,7.3,0,6-8,16.6,High,30-60,ICT,47.63,Average
5,5.8,48.1,77.8,3,15.1,0,6-8,6.9,High,30-60,CE,49.33,Average
4,7.15,65.1,82.5,2,15.6,3,6-8,7.5,Medium,<30,EC,66.58,Good
5,6.67,60.2,80.7,4,13.0,2,6-8,10.3,Low,30-60,CE,54.12,Average
7,3.73,22.5,60.1,8,9.0,0,<6,13.8,High,<30,EE,20.01,At Risk
7,8.73,79.3,86.8,0,22.0,5,6-8,4.9,Medium,30-60,EC,82.54,Excellent
6,6.01,55.4,69.0,2,5.6,3,>8,12.6,Low,<30,IT,50.27,Average
2,3.86,37.3,61.3,4,7.1,0,>8,13.9,High,>60,EC,28.3,At Risk
6,6.51,54.9,77.6,3,9.3,2,6-8,11.6,Low,<30,EC,53.63,Average
6,8.22,85.0,89.9,0,26.2,3,6-8,5.8,Medium,30-60,EC,80.78,Excellent
0,7.66,59.4,86.9,-1,15.3,2,<6,7.5,Medium,>60,IT,65.1,Good
3,5.67,46.9,64.7,4,6.7,2,6-8,10.2,Low,<30,EE,43.6,Average
2,4.66,29.7,59.1,3,10.2,0,6-8,18.0,Medium,30-60,EE,34.15,At Risk
6,4.37,23.1,59.5,4,3.0,0,<6,15.8,Low,<30,EC,26.05,At Risk
1,6.23,48.3,65.5,2,15.1,4,>8,9.2,High,>60,EE,51.36,Average
5,5.49,76.4,72.2,4,13.1,0,>8,9.3,Medium,>60,IT,47.19,Average
4,7.18,66.1,76.6,2,20.0,2,6-8,9.2,Low,30-60,CE,60.94,Good
7,5.75,43.1,80.8,4,7.1,2,6-8,4.8,High,30-60,CE,48.94,Average
3,6.98,71.4,76.5,2,27.7,2,6-8,6.4,Medium,<30,ME,67.11,Good
0,6.94,65.7,84.5,-1,20.0,3,6-8,5.9,Medium,<30,EE,71.58,Good
7,5.88,50.0,68.8,6,5.7,2,<6,7.1,High,>60,ICT,38.53,Below Average
4,6.62,63.5,77.3,0,13.6,3,6-8,7.8,High,<30,ICT,64.84,Good
5,7.95,69.2,92.6,0,23.7,2,6-8,2.9,High,30-60,CE,75.49,Good
5,5.58,73.8,59.6,8,12.4,2,6-8,13.7,Medium,<30,IT,42.04,Below Average
6,6.78,64.4,80.8,2,12.5,1,>8,13.2,Medium,<30,ME,58.44,Average
5,6.2,50.0,64.3,2,7.7,1,6-8,6.3,Low,<30,CE,48.8,Average
2,6.5,66.1,71.5,2,6.0,3,<6,7.2,High,<30,IT,55.31,Average
7,7.47,73.0,76.8,1,12.6,3,6-8,4.5,High,<30,EC,67.76,Good
1,8.83,71.1,68.7,1,25.4,4,6-8,5.5,Medium,30-60,ICT,73.36,Good
3,6.88,71.5,82.4,4,12.9,2,<6,6.4,Low,<30,IT,56.93,Average
4,6.43,67.7,82.4,2,14.4,1,6-8,10.7,Low,30-60,ME,57.44,Average
0,7.62,46.7,63.8,-1,10.9,2,<6,7.2,High,30-60,EE,54.9,Average
1,6.39,66.1,79.3,2,17.4,3,>8,11.4,High,30-60,IT,59.16,Good
1,5.01,50.7,65.2,6,16.0,0,>8,7.6,Low,30-60,IT,36.19,Below Average
6,9.54,84.2,100.0,0,27.4,5,6-8,6.9,Medium,<30,EE,92.25,Excellent
4,8.11,76.9,70.4,0,20.4,3,<6,4.6,High,>60,CE,66.77,Good
1,7.31,55.6,74.9,0,24.5,3,6-8,4.3,Medium,<30,IT,69.53,Good
5,6.69,50.6,66.9,1,21.9,1,6-8,3.8,High,>60,ICT,55.17,Average
3,6.74,67.3,65.9,3,17.1,3,6-8,10.6,Medium,30-60,IT,57.12,Average
1,3.93,46.9,62.2,4,3.8,0,>8,8.5,Medium,<30,CE,34.75,At Risk
4,5.58,42.2,73.4,6,3.0,0,6-8,13.1,Low,<30,ME,37.16,Below Average
3,4.53,55.4,75.4,7,12.7,1,<6,9.1,Medium,30-60,ME,37.86,Below Average
5,7.0,81.3,80.9,2,11.9,2,>8,6.8,Medium,<30,EC,64.89,Good
7,5.98,54.1,78.0,7,12.7,3,>8,11.8,Medium,<30,EE,47.97,Average
5,7.28,66.2,87.7,0,22.6,2,6-8,5.7,Low,<30,CE,71.0,Good
4,5.53,24.7,72.8,2,12.6,0,>8,12.5,Low,<30,EC,41.97,Below Average
4,8.13,78.0,80.8,1,16.7,4,<6,5.6,High,<30,ME,71.58,Good
6,5.41,47.5,68.5,1,11.6,1,6-8,16.3,Low,<30,IT,47.6,Average
2,6.1,64.1,61.5,6,11.1,3,6-8,9.4,Medium,<30,ME,48.17,Average
1,9.23,75.4,80.8,0,14.6,3,6-8,6.2,Medium,>60,ME,75.08,Good
4,7.25,64.5,76.4,0,20.3,2,<6,9.2,Medium,<30,CE,65.1,Good
5,5.62,45.4,71.0,3,8.6,0,>8,11.8,Low,<30,EC,42.71,Below Average
3,6.95,75.3,74.6,1,23.9,3,6-8,2.7,Medium,30-60,CE,68.83,Good
1,5.34,68.3,71.1,2,24.6,2,<6,6.1,Medium,30-60,EC,55.11,Average
5,4.06,38.1,62.3,4,3.8,1,6-8,10.4,Low,<30,IT,34.06,At Risk
5,5.79,50.9,67.2,6,10.1,2,6-8,9.7,Low,30-60,IT,41.55,Below Average
6,5.27,49.4,78.4,4,9.0,2,6-8,9.4,Low,<30,CE,47.76,Average
4,5.77,41.9,63.2,5,8.4,0,6-8,12.9,High,>60,EE,35.76,At Risk
3,8.68,67.6,85.7,0,24.6,4,6-8,2.7,High,30-60,EE,78.59,Excellent
2,5.57,30.8,76.4,5,13.7,1,>8,7.7,High,30-60,CE,41.38,Below Average
0,7.84,64.6,84.1,-1,15.4,3,<6,6.4,Medium,<30,EE,70.22,Good
3,6.27,60.3,74.9,1,18.8,2,<6,10.4,Medium,>60,EE,55.7,Average
6,7.1,74.2,80.0,2,19.3,3,6-8,9.9,Medium,<30,EC,67.61,Good
6,8.87,68.2,85.5,0,25.6,5,6-8,0.0,Medium,<30,ME,84.07,Excellent
7,7.4,61.8,78.5,0,12.7,2,>8,4.6,Low,>60,EE,61.48,Good
0,8.43,87.7,85.3,-1,18.7,4,6-8,0.0,Medium,<30,EE,82.8,Excellent
1,7.15,62.8,80.3,0,16.7,3,>8,3.3,High,30-60,EC,66.43,Good
5,7.2,73.3,80.2,2,26.1,3,6-8,10.0,Medium,30-60,EC,68.12,Good
4,6.6,72.0,73.7,2,22.0,2,<6,6.1,High,30-60,IT,58.72,Average
5,3.86,41.9,46.2,8,3.0,0,<6,15.8,High,<30,EC,17.53,At Risk
3,6.54,58.9,68.5,2,12.7,2,<6,9.2,Medium,30-60,EC,52.73,Average
3,6.43,67.5,67.4,1,21.8,1,6-8,11.0,Low,30-60,CE,56.3,Average
5,7.01,69.5,67.4,1,7.8,4,6-8,11.0,Medium,<30,EE,62.7,Good
3,6.99,55.0,66.2,0,15.5,1,6-8,6.4,Medium,30-60,ME,58.67,Average
2,6.01,57.2,78.3,2,20.7,2,<6,7.8,High,30-60,EE,55.02,Average
2,5.59,57.2,70.2,4,10.3,1,>8,16.9,Low,<30,CE,43.41,Average
2,4.19,41.2,57.0,8,3.0,0,6-8,10.7,Low,<30,ME,24.69,At Risk
0,7.6,45.0,63.7,-1,7.2,0,<6,9.2,Low,<30,EE,50.72,Average
5,8.25,92.3,92.1,0,25.3,4,6-8,1.1,Low,30-60,ICT,83.21,Excellent
5,5.26,47.9,49.9,7,9.3,0,6-8,11.5,High,30-60,ICT,29.58,At Risk
6,5.07,49.5,61.7,6,11.3,1,>8,13.3,Low,<30,CE,35.46,At Risk
1,5.87,55.1,78.3,3,23.1,4,<6,8.6,Low,30-60,EE,55.03,Average
7,4.77,46.0,76.4,8,8.7,1,>8,8.5,Low,30-60,IT,34.05,At Risk
2,5.79,50.3,58.9,3,13.0,1,<6,11.2,Medium,30-60,CE,42.35,Below Average
7,7.25,61.5,71.3,0,24.9,3,>8,1.9,High,<30,ME,67.51,Good
2,5.88,68.8,72.8,6,24.1,2,<6,7.8,Medium,>60,EC,48.58,Average
0,7.5,78.1,78.0,-1,26.6,4,6-8,0.1,Medium,<30,EC,77.95,Excellent
4,4.04,49.6,54.6,4,8.8,1,<6,12.8,Medium,>60,EC,30.9,At Risk
4,6.97,57.6,71.1,4,18.8,2,6-8,6.9,Medium,<30,EC,57.21,Average
7,6.06,68.5,76.9,3,15.3,3,6-8,8.0,Medium,<30,EC,60.12,Good
5,5.65,50.3,73.7,3,17.4,1,6-8,10.8,High,>60,EE,47.75,Average
6,5.9,45.4,69.9,4,20.2,0,<6,8.2,High,30-60,ME,43.41,Average
6,5.54,56.7,68.9,7,3.0,1,6-8,19.2,High,30-60,EC,35.95,At Risk
4,8.29,77.1,59.8,1,15.0,2,6-8,5.3,High,<30,EE,64.73,Good
7,6.09,44.9,67.5,4,12.1,2,6-8,10.4,High,30-60,EC,46.18,Average
5,5.5,40.9,71.8,4,13.3,2,>8,14.3,High,<30,ME,44.46,Average
1,9.26,95.4,87.8,0,15.7,3,6-8,1.2,Low,<30,EE,83.05,Excellent
2,6.15,53.6,73.1,2,16.9,3,<6,5.3,High,<30,EE,55.72,Average
1,7.95,64.7,74.9,0,21.9,2,6-8,7.3,Low,>60,EE,65.57,Good
4,7.69,60.4,82.5,1,16.4,3,6-8,10.1,Low,>60,CE,64.08,Good
2,5.77,58.3,70.3,2,4.7,0,6-8,7.9,Medium,<30,EC,50.08,Average
7,5.85,50.3,72.4,3,8.6,1,6-8,8.1,High,30-60,ME,47.78,Average
7,6.77,53.9,74.6,2,17.8,2,6-8,10.1,Medium,>60,EE,56.73,Average
6,5.8,50.9,61.2,8,8.5,2,6-8,15.0,Medium,<30,ME,37.97,Below Average
6,7.11,44.9,83.8,1,15.5,2,6-8,4.3,Low,30-60,ME,61.0,Good
6,6.73,51.5,64.9,2,26.4,2,>8,10.4,Medium,30-60,CE,55.38,Average
1,8.17,59.6,79.2,2,21.8,4,6-8,8.6,Medium,30-60,IT,69.19,Good
0,7.68,58.5,79.1,-1,13.6,0,6-8,10.7,High,<30,CE,62.73,Good
5,7.31,76.5,74.0,1,17.9,4,6-8,2.3,Medium,30-60,ICT,70.04,Good
3,6.92,64.1,77.4,0,21.0,2,6-8,4.5,High,30-60,EC,65.66,Good
5,6.66,56.6,80.0,5,11.8,3,6-8,8.4,Low,30-60,EE,53.13,Average
5,7.32,70.8,77.2,1,17.6,1,6-8,5.1,Medium,30-60,EE,64.92,Good
6,6.9,49.1,73.3,0,19.3,4,6-8,0.0,Low,<30,ME,65.86,Good
1,7.38,78.3,92.0,2,14.4,3,6-8,6.3,Medium,>60,ME,69.72,Good
7,7.35,62.1,86.1,1,24.7,3,<6,7.3,Medium,30-60,CE,67.89,Good
2,6.94,58.5,78.9,2,10.4,3,6-8,8.4,Medium,<30,CE,62.16,Good
7,6.42,53.9,69.1,5,15.3,2,6-8,6.6,Low,>60,EE,46.99,Average
1,5.34,47.5,67.4,2,15.3,0,<6,10.6,Medium,<30,ME,45.43,Average
1,6.57,47.8,73.4,5,24.4,3,<6,4.4,Medium,>60,ICT,51.35,Average
4,7.62,63.6,83.5,0,13.3,3,6-8,5.4,Low,<30,IT,69.53,Good
7,7.31,63.1,82.1,2,12.5,2,<6,5.2,Low,<30,ME,60.36,Good
4,7.27,66.2,84.7,0,19.7,3,6-8,2.0,High,>60,EC,69.71,Good
0,6.55,72.9,82.8,-1,14.3,2,6-8,3.8,High,30-60,EE,66.17,Good
6,6.34,58.6,72.3,2,17.8,1,6-8,7.3,Medium,<30,EE,57.43,Average
4,8.91,92.4,96.2,0,28.0,5,6-8,4.4,High,30-60,CE,88.77,Excellent
4,6.91,56.3,78.4,4,20.9,1,6-8,7.9,Medium,<30,ICT,57.87,Average
2,5.44,64.8,77.5,6,6.1,1,6-8,12.8,Low,<30,CE,44.23,Average
1,6.49,57.9,72.6,1,14.5,2,<6,6.5,Medium,30-60,ME,56.47,Average
4,6.73,56.3,71.1,0,24.4,2,6-8,8.3,Low,<30,ICT,62.31,Good
3,5.21,58.5,71.0,3,18.4,1,6-8,10.2,High,<30,ICT,50.13,Average
1,6.91,47.9,81.2,1,16.4,1,>8,10.7,Medium,<30,CE,59.4,Good
7,6.49,48.9,60.6,3,16.7,1,<6,7.4,High,<30,EE,46.89,Average
0,9.06,88.0,79.4,-1,14.4,3,<6,7.1,Low,30-60,EC,72.9,Good
0,9.02,77.3,84.6,-1,24.5,3,6-8,6.1,High,>60,ME,77.32,Excellent
7,5.66,71.2,75.9,1,15.3,1,>8,7.1,Medium,>60,EE,55.69,Average
2,7.77,70.5,82.4,1,13.4,2,<6,13.4,Medium,30-60,EE,63.79,Good
0,7.71,41.3,60.7,-1,3.0,0,<6,11.9,Low,30-60,CE,46.44,Average
3,8.02,70.6,83.7,1,15.2,3,6-8,1.9,Medium,30-60,IT,72.16,Good
2,6.23,64.3,62.9,4,3.0,0,6-8,8.2,Medium,>60,EE,43.55,Average
6,6.17,44.0,68.0,2,9.6,1,>8,9.6,Medium,30-60,EC,47.78,Average
2,6.37,66.2,78.9,2,16.9,2,6-8,5.2,Low,>60,IT,57.9,Average
6,6.78,54.7,75.2,0,20.1,3,6-8,8.9,High,30-60,CE,63.16,Good
4,6.66,59.3,80.0,3,9.0,3,<6,9.5,High,>60,ME,52.97,Average
6,4.74,42.8,63.5,8,6.6,1,6-8,11.5,Medium,<30,EE,32.82,At Risk
4,5.86,53.6,61.3,4,8.5,2,<6,10.8,Low,<30,ICT,42.03,Below Average
6,6.34,74.9,83.2,4,18.3,3,6-8,0.0,High,30-60,EE,62.42,Good
3,7.62,55.9,80.3,3,15.0,3,<6,4.1,High,30-60,EE,59.6,Good
3,5.13,41.0,70.1,2,11.0,1,<6,16.0,Medium,>60,IT,40.86,Below Average
3,5.34,49.9,58.5,6,6.7,0,6-8,11.5,Low,>60,CE,31.69,At Risk
5,6.6,71.5,71.9,3,21.6,2,6-8,9.2,Medium,30-60,CE,59.23,Good
3,5.61,58.1,68.2,2,13.3,2,>8,10.2,Low,30-60,IT,48.87,Average
2,7.07,58.2,55.1,4,14.1,2,<6,7.2,Medium,>60,EC,46.1,Average
6,3.36,41.2,50.4,5,3.0,0,<6,15.6,Low,30-60,ME,20.17,At Risk
3,6.32,52.9,72.3,4,11.8,2,<6,6.4,Medium,>60,CE,47.74,Average
3,7.58,60.8,81.7,1,19.9,4,6-8,1.8,Low,>60,EE,67.83,Good
0,7.96,44.7,62.0,-1,13.3,1,6-8,7.7,High,30-60,EC,56.66,Average
3,7.59,68.1,85.4,1,18.7,2,6-8,12.3,Low,<30,IT,67.35,Good
6,4.78,43.0,64.8,3,7.1,0,<6,9.9,Medium,>60,EC,35.7,At Risk
5,4.93,55.3,73.7,8,8.3,1,6-8,11.3,Medium,30-60,CE,37.81,Below Average
1,7.52,50.0,79.1,2,17.6,2,6-8,10.7,Medium,<30,EE,62.36,Good
3,6.76,67.4,69.1,1,20.7,1,>8,5.9,Medium,<30,IT,60.77,Good
7,5.93,47.0,78.9,1,14.3,2,6-8,2.5,Medium,30-60,ICT,58.23,Average
2,7.51,74.2,83.5,0,14.6,2,>8,6.4,Medium,<30,ME,70.29,Good
6,6.19,63.9,61.8,3,14.4,2,<6,13.0,Medium,<30,IT,49.64,Average
4,5.53,60.8,65.5,2,14.2,0,6-8,13.8,High,>60,EC,45.43,Average
3,5.84,56.0,81.0,2,10.6,0,6-8,12.8,Medium,<30,IT,53.55,Average
7,5.39,48.0,59.0,5,12.8,0,<6,9.1,Medium,<30,EC,37.61,Below Average
5,7.4,67.8,77.7,2,20.6,3,<6,7.5,High,<30,ME,63.91,Good
2,6.14,48.8,68.9,2,16.5,2,<6,10.3,Low,>60,EE,47.23,Average
1,8.07,50.2,83.0,2,16.6,5,<6,3.3,Medium,<30,CE,68.62,Good
6,3.64,28.9,40.0,4,3.0,0,<6,14.0,Medium,30-60,ME,19.75,At Risk
4,9.02,65.0,88.3,1,26.4,3,6-8,6.1,Medium,30-60,ICT,77.57,Excellent
0,6.49,59.0,78.6,-1,14.1,3,6-8,6.3,Medium,30-60,ICT,64.25,Good
3,6.53,62.4,68.2,0,14.8,2,>8,10.2,High,<30,EE,58.54,Average
3,4.77,38.5,68.3,2,8.2,1,<6,10.1,Low,30-60,IT,38.86,Below Average
6,4.84,36.1,49.0,6,14.2,1,6-8,11.6,Low,>60,EE,28.15,At Risk
2,7.16,78.2,76.2,0,16.7,3,6-8,7.6,Medium,30-60,EE,69.27,Good
3,6.2,78.0,79.9,3,29.3,3,6-8,5.8,High,30-60,IT,64.66,Good
0,9.12,73.9,73.6,-1,14.4,3,>8,8.0,High,>60,CE,69.39,Good
1,5.89,63.3,71.8,6,17.5,1,<6,8.0,Medium,30-60,EE,45.55,Average
6,7.81,72.6,75.9,1,24.1,3,6-8,5.7,Medium,30-60,ICT,70.8,Good
4,5.95,61.1,72.1,3,10.9,1,6-8,9.0,Medium,<30,EC,52.73,Average
3,7.15,59.1,76.5,2,15.0,2,<6,11.7,High,30-60,ICT,56.02,Average
2,6.57,55.6,53.4,5,16.0,2,6-8,6.5,High,<30,EE,46.72,Average
7,6.05,52.5,70.7,1,13.8,3,6-8,4.6,Medium,30-60,ME,57.9,Average
3,6.69,81.8,79.6,0,25.2,4,<6,0.0,High,30-60,EE,71.15,Good
4,4.19,43.4,47.8,6,7.4,0,6-8,6.6,High,<30,EC,28.59,At Risk
7,3.84,36.7,73.4,7,3.0,0,>8,12.5,Medium,30-60,CE,28.45,At Risk
6,5.23,33.8,62.2,5,4.7,1,>8,13.2,Medium,>60,ME,32.66,At Risk
3,6.32,83.8,79.9,2,18.9,2,6-8,8.1,Medium,<30,CE,65.64,Good
4,5.49,62.9,58.4,2,9.1,2,6-8,7.1,Medium,>60,EC,47.82,Average
3,4.95,36.7,63.8,2,11.7,1,6-8,12.7,Low,>60,ME,39.2,Below Average
4,6.36,63.8,70.2,1,15.1,3,6-8,14.8,Medium,<30,CE,60.03,Good
5,5.16,57.4,84.7,4,17.2,1,<6,8.0,Medium,>60,EE,48.23,Average
7,7.13,79.5,76.5,0,18.5,3,<6,6.7,Medium,<30,ICT,68.96,Good
5,7.01,66.8,84.1,2,21.9,4,<6,10.0,Low,30-60,IT,63.5,Good
5,9.5,89.2,90.4,0,28.5,5,6-8,0.0,High,30-60,ME,89.42,Excellent
0,9.68,43.3,57.3,-1,9.4,0,6-8,13.1,Medium,<30,EE,59.13,Good
2,4.33,20.0,60.8,6,5.3,0,<6,16.3,Low,<30,EE,22.79,At Risk
2,7.87,71.6,80.2,4,19.6,5,6-8,4.2,Low,>60,IT,65.79,Good
1,7.71,88.1,71.6,0,14.1,5,6-8,9.8,Low,30-60,EC,71.14,Good
6,4.71,37.3,76.2,6,5.3,0,6-8,10.2,Medium,30-60,ICT,36.26,Below Average
6,4.6,44.1,64.6,6,10.8,0,>8,18.4,Low,30-60,CE,29.78,At Risk
6,6.93,73.1,91.0,1,15.3,3,6-8,6.7,Medium,30-60,EE,70.35,Good
1,7.83,82.2,95.5,0,26.6,5,<6,5.2,Medium,<30,ME,82.79,Excellent
4,5.61,56.9,75.2,2,8.1,0,<6,9.8,High,<30,EE,47.57,Average
4,6.23,66.3,75.4,1,17.1,2,>8,7.7,Low,30-60,EE,57.7,Average
4,4.96,42.8,50.7,3,6.3,1,<6,13.0,Medium,30-60,ICT,33.84,At Risk
6,6.6,52.7,70.1,7,15.9,2,6-8,11.1,High,<30,IT,46.9,Average
0,5.83,51.4,67.0,-1,21.6,1,6-8,12.7,Low,30-60,CE,52.81,Average
1,7.37,74.9,93.6,0,18.2,3,<6,7.8,Low,<30,EE,71.9,Good
2,5.32,43.8,70.2,5,10.0,0,<6,14.7,Low,30-60,EC,34.79,At Risk
3,8.41,65.6,80.0,0,19.9,3,6-8,7.6,Low,<30,CE,72.41,Good
4,5.49,47.6,59.6,4,11.7,0,>8,14.7,Medium,>60,ICT,36.72,Below Average
2,6.24,61.5,72.1,1,21.9,1,>8,7.8,Low,>60,ICT,54.2,Average
1,9.0,95.4,90.3,0,21.8,5,6-8,0.0,Medium,<30,CE,89.71,Excellent
4,8.51,78.2,92.9,1,28.8,4,6-8,0.0,Low,<30,ICT,82.61,Excellent
0,7.21,74.7,91.7,-1,29.3,5,6-8,2.6,Medium,<30,ME,82.25,Excellent
3,7.61,55.9,69.0,3,20.7,3,6-8,7.1,Low,>60,ME,57.2,Average
0,7.18,67.8,73.6,-1,8.4,1,6-8,3.8,Medium,30-60,EC,62.57,Good
2,6.13,77.5,88.2,2,15.8,0,<6,10.0,Medium,>60,ME,56.99,Average
1,8.33,62.6,86.0,1,14.9,3,6-8,5.3,High,<30,CE,71.87,Good
3,7.3,66.6,86.5,1,16.3,4,6-8,3.5,Low,30-60,ME,69.53,Good
2,5.89,67.0,70.2,7,14.7,0,<6,11.5,Low,<30,EC,40.43,Below Average
0,7.99,42.9,66.7,-1,21.4,2,6-8,7.8,Low,<30,ME,61.93,Good
2,5.82,62.7,85.4,1,10.0,2,6-8,8.7,Medium,30-60,ICT,60.1,Good
7,7.73,72.5,77.4,3,20.6,3,<6,8.6,Medium,>60,CE,62.02,Good
6,7.75,76.4,83.8,1,24.7,4,6-8,8.1,Low,<30,CE,74.23,Good
7,10.0,90.9,100.0,0,28.5,5,6-8,5.5,Medium,>60,EC,92.68,Excellent
3,7.48,57.5,81.7,0,11.3,3,<6,10.2,Medium,<30,EE,65.23,Good
6,5.54,46.1,72.5,3,6.6,1,<6,6.7,High,30-60,ME,43.35,Average
7,6.03,51.4,75.7,6,8.5,2,6-8,7.0,Low,30-60,EE,45.23,Average
7,6.37,56.7,74.1,1,15.3,1,6-8,5.0,Medium,<30,EE,59.39,Good
1,7.78,71.5,90.7,0,24.6,4,6-8,6.7,Medium,>60,EC,76.8,Excellent
6,7.26,59.9,88.2,4,16.9,3,6-8,4.6,Low,<30,ICT,63.37,Good
2,5.28,47.9,60.4,3,4.9,0,>8,13.5,Low,<30,CE,37.5,Below Average
3,6.45,48.2,68.7,3,13.5,2,<6,8.6,Medium,30-60,EE,49.26,Average
5,4.5,62.7,40.0,2,11.4,1,>8,11.8,Medium,>60,IT,35.75,At Risk
6,7.98,68.9,90.1,1,20.4,3,6-8,3.8,Low,30-60,IT,72.64,Good
7,5.87,60.2,64.3,8,10.9,0,6-8,12.7,Medium,>60,ME,36.16,Below Average
7,5.38,53.7,66.9,4,9.5,0,<6,8.8,Medium,<30,IT,41.97,Below Average
6,4.05,31.6,46.1,7,6.4,0,6-8,12.9,Low,<30,CE,21.32,At Risk
2,7.37,62.3,90.1,2,14.6,2,6-8,7.2,Low,>60,ME,62.75,Good
4,7.73,81.7,93.5,0,23.0,3,6-8,3.1,High,>60,ICT,77.11,Excellent
3,6.79,44.2,72.1,3,9.1,2,<6,11.6,High,30-60,CE,47.77,Average
6,7.04,64.2,83.6,4,16.5,1,<6,10.6,Medium,30-60,ICT,55.54,Average
4,5.64,50.5,67.2,3,16.2,3,>8,7.9,Low,>60,CE,46.96,Average
6,6.42,50.5,75.9,5,16.8,2,6-8,7.9,Low,<30,ME,51.34,Average
7,5.28,56.1,60.7,3,12.0,2,6-8,12.6,Low,<30,CE,45.25,Average
2,5.8,47.5,59.5,8,11.5,0,6-8,8.5,High,<30,EC,35.05,At Risk
0,7.26,84.1,79.2,-1,26.0,3,6-8,1.1,Low,30-60,EC,73.43,Good
