last_sem_spi,internal_assessment_avg,attendance_percentage,total_backlogs,pyq_solving_frequency,study_hours_weekly,sleep_category,gaming_hours_weekly,assignment_delay_count,department,travel_time_category,extra_curricular_level,sleep_score,travel_score,extra_score,ps,performance_category
5.22,56.0,91.3,1,3,7.8,<6,11.5,2,ICT,<30,Medium,0.3,1.0,0.7,47.33,Average
8.81,40.0,46.4,1,3,35.2,6-8,15.1,1,IT,<30,Low,1.0,1.0,0.3,54.0,Average
8.64,75.8,84.4,2,0,13.8,<6,30.0,3,EC,>60,Low,0.3,0.4,0.3,53.07,Average
5.6,43.1,91.3,1,4,35.9,<6,2.0,0,EC,30-60,Low,0.3,0.7,0.3,58.47,Average
7.36,38.6,69.5,0,5,12.2,>8,10.1,0,IT,>60,Medium,0.8,0.4,0.7,59.94,Average
2.73,63.8,64.4,1,3,36.1,6-8,19.0,1,EC,30-60,Medium,1.0,0.7,0.7,49.01,Average
7.2,70.3,73.8,0,5,11.9,>8,25.7,1,IT,<30,Low,0.8,1.0,0.3,65.02,Average
3.45,64.2,33.0,2,3,44.4,6-8,23.3,2,CE,30-60,Medium,1.0,0.7,0.7,41.72,Average
8.49,69.4,27.0,1,2,46.5,>8,6.2,2,CE,30-60,High,0.8,0.7,1.0,64.16,Average
1.75,36.9,85.6,2,2,25.3,<6,10.1,1,CE,>60,Medium,0.3,0.4,0.7,29.86,At Risk
7.96,58.6,65.9,1,5,11.9,<6,27.7,1,ICT,<30,Medium,0.3,1.0,0.7,56.43,Average
1.9,51.4,29.8,0,4,27.8,6-8,21.5,0,EC,30-60,Low,1.0,0.7,0.3,34.73,At Risk
8.93,88.4,53.3,3,3,9.6,<6,3.4,2,CE,30-60,Low,0.3,0.7,0.3,62.14,Average
3.74,33.0,43.9,0,1,26.5,<6,21.9,2,IT,30-60,Low,0.3,0.7,0.3,21.12,At Risk
6.89,47.9,90.0,2,3,25.4,6-8,24.6,1,ME,>60,Low,1.0,0.4,0.3,56.08,Average
5.39,86.5,60.6,1,1,15.5,<6,7.6,2,EC,<30,Medium,0.3,1.0,0.7,51.44,Average
4.3,89.0,66.2,0,3,34.9,>8,6.1,2,EE,30-60,Low,0.8,0.7,0.3,66.01,Average
6.81,79.5,38.8,0,0,5.1,>8,3.3,0,EC,30-60,Medium,0.8,0.7,0.7,53.6,Average
9.53,34.6,83.9,0,0,42.1,6-8,24.8,1,CE,<30,Medium,1.0,1.0,0.7,59.35,Average
1.37,63.7,94.4,1,4,12.2,<6,25.0,2,IT,30-60,Low,0.3,0.7,0.3,38.3,At Risk
9.27,54.0,83.4,3,5,12.8,6-8,11.8,2,ME,<30,High,1.0,1.0,1.0,66.11,Average
6.48,78.4,59.4,2,3,34.4,<6,14.6,1,EC,<30,Low,0.3,1.0,0.3,58.18,Average
8.27,33.3,86.8,2,4,38.2,6-8,29.1,0,ICT,<30,Low,1.0,1.0,0.3,58.5,Average
4.45,41.8,35.0,4,2,26.7,>8,20.7,1,EC,<30,Low,0.8,1.0,0.3,22.18,At Risk
5.25,59.4,29.1,0,4,29.6,6-8,8.4,2,EC,30-60,Low,1.0,0.7,0.3,49.85,Average
8.82,39.5,55.1,4,3,7.7,>8,18.9,3,CE,30-60,Low,0.8,0.7,0.3,36.91,At Risk
4.73,71.6,34.5,0,3,36.4,6-8,11.1,0,EE,<30,Medium,1.0,1.0,0.7,56.82,Average
5.81,79.2,40.7,0,4,33.7,6-8,4.9,2,ICT,30-60,Low,1.0,0.7,0.3,64.85,Average
1.18,72.3,66.8,1,2,11.9,6-8,27.6,4,IT,>60,Low,1.0,0.4,0.3,31.41,At Risk
2.43,56.4,52.3,2,0,8.6,6-8,21.7,0,IT,30-60,Low,1.0,0.7,0.3,23.71,At Risk
6.78,82.7,89.3,0,1,16.7,<6,8.8,4,ICT,30-60,Low,0.3,0.7,0.3,60.47,Average
7.45,38.3,38.0,2,0,7.7,<6,27.1,0,IT,<30,Low,0.3,1.0,0.3,23.37,At Risk
6.24,45.6,99.7,1,3,17.9,<6,27.7,0,ME,30-60,Low,0.3,0.7,0.3,50.73,Average
2.29,59.4,48.8,0,1,28.6,6-8,20.2,1,ICT,<30,Low,1.0,1.0,0.3,34.17,At Risk
5.01,33.7,61.2,4,2,30.9,>8,22.1,2,CE,30-60,High,0.8,0.7,1.0,30.06,At Risk
4.2,35.7,30.6,1,3,47.3,>8,17.9,3,EE,<30,Low,0.8,1.0,0.3,30.57,At Risk
5.46,53.8,66.3,0,0,21.5,>8,21.5,4,EE,30-60,Medium,0.8,0.7,0.7,38.96,At Risk
8.83,86.6,96.9,1,1,5.4,<6,19.0,1,ICT,30-60,Medium,0.3,0.7,0.7,69.7,Average
7.98,84.5,80.0,1,1,5.9,>8,13.9,2,EC,30-60,High,0.8,0.7,1.0,65.75,Average
1.76,58.0,39.5,1,2,26.7,>8,4.2,2,IT,30-60,High,0.8,0.7,1.0,33.46,At Risk
9.01,38.5,55.4,1,0,17.6,6-8,9.3,1,IT,<30,High,1.0,1.0,1.0,47.53,Average
5.25,40.7,54.0,1,1,12.6,6-8,5.9,2,EE,30-60,Low,1.0,0.7,0.3,33.62,At Risk
7.69,52.7,27.8,3,1,30.9,6-8,3.8,0,CE,30-60,Medium,1.0,0.7,0.7,46.6,Average
2.26,42.6,90.9,0,2,9.6,6-8,20.0,2,ME,<30,Medium,1.0,1.0,0.7,34.13,At Risk
7.04,35.0,50.5,2,3,32.4,6-8,1.4,1,EE,>60,Medium,1.0,0.4,0.7,50.16,Average
3.13,70.4,59.5,1,3,45.6,<6,2.0,0,ICT,30-60,Low,0.3,0.7,0.3,53.94,Average
4.95,64.9,43.3,0,5,9.1,6-8,1.9,0,IT,<30,High,1.0,1.0,1.0,57.32,Average
1.15,47.5,32.2,2,2,48.9,6-8,3.1,1,EE,30-60,Medium,1.0,0.7,0.7,30.96,At Risk
2.36,76.7,92.2,4,4,30.7,<6,5.5,1,ICT,>60,Low,0.3,0.4,0.3,51.69,Average
1.83,76.6,23.0,1,3,15.0,6-8,23.1,1,CE,<30,Medium,1.0,1.0,0.7,33.46,At Risk
3.16,59.5,52.0,0,1,22.8,6-8,23.5,1,EE,<30,Medium,1.0,1.0,0.7,37.23,At Risk
1.9,35.8,78.5,1,5,26.1,>8,18.4,1,ME,<30,Medium,0.8,1.0,0.7,37.58,At Risk
7.23,85.1,44.7,1,4,8.8,6-8,2.1,0,ME,<30,Low,1.0,1.0,0.3,66.52,Average
1.26,70.1,55.7,1,3,36.2,<6,0.7,3,CE,<30,Low,0.3,1.0,0.3,38.05,At Risk
6.56,44.8,65.2,0,2,45.6,>8,7.2,0,ICT,<30,Low,0.8,1.0,0.3,57.33,Average
2.27,66.6,99.6,0,0,44.1,<6,26.1,4,EC,<30,Medium,0.3,1.0,0.7,42.13,Average
9.51,54.3,80.7,0,4,24.5,6-8,17.6,0,IT,>60,Medium,1.0,0.4,0.7,77.42,Good
9.4,68.1,97.4,1,3,5.8,6-8,9.8,1,ME,<30,Low,1.0,1.0,0.3,72.91,Good
3.03,58.4,75.5,1,3,49.1,<6,18.4,1,CE,>60,Medium,0.3,0.4,0.7,50.92,Average
6.53,59.1,41.5,0,5,8.8,6-8,11.2,2,IT,<30,High,1.0,1.0,1.0,54.79,Average
1.25,74.2,43.0,0,5,39.3,<6,12.7,3,ICT,<30,Medium,0.3,1.0,0.7,44.04,Average
9.39,66.8,85.8,0,4,18.9,6-8,5.0,2,IT,>60,Medium,1.0,0.4,0.7,81.41,Good
5.71,34.8,54.2,0,2,45.0,6-8,21.5,2,IT,30-60,Medium,1.0,0.7,0.7,45.06,Average
1.39,33.9,49.6,0,2,45.7,6-8,6.6,3,EC,<30,Low,1.0,1.0,0.3,27.47,At Risk
4.08,48.3,95.6,1,1,22.0,6-8,3.2,1,EE,30-60,Medium,1.0,0.7,0.7,48.93,Average
1.69,55.8,21.1,0,2,20.5,6-8,27.5,1,EE,<30,Low,1.0,1.0,0.3,22.66,At Risk
4.54,46.5,62.0,0,5,45.7,<6,7.0,2,IT,>60,Low,0.3,0.4,0.3,53.79,Average
7.03,69.1,82.0,1,0,35.0,6-8,4.3,3,ICT,>60,Low,1.0,0.4,0.3,62.22,Average
5.23,41.7,78.9,1,0,5.9,>8,26.6,1,EE,<30,Low,0.8,1.0,0.3,30.27,At Risk
4.45,72.2,49.4,1,3,9.7,<6,0.6,1,ICT,<30,Medium,0.3,1.0,0.7,45.93,Average
2.07,76.4,62.9,1,3,10.5,>8,3.6,2,EE,30-60,High,0.8,0.7,1.0,45.99,Average
3.2,37.5,20.4,1,2,49.9,<6,1.0,1,EC,<30,High,0.3,1.0,1.0,29.81,At Risk
1.9,69.0,62.8,0,2,19.0,6-8,11.4,3,EC,<30,High,1.0,1.0,1.0,41.37,Average
8.27,87.7,67.2,0,3,13.1,6-8,26.4,1,ME,30-60,Medium,1.0,0.7,0.7,73.63,Good
2.22,41.6,90.0,3,5,48.7,6-8,18.8,3,ME,<30,Medium,1.0,1.0,0.7,43.52,Average
6.36,84.6,36.9,1,3,21.0,>8,9.9,4,EE,>60,Low,0.8,0.4,0.3,55.32,Average
4.08,66.4,86.0,1,1,14.5,6-8,6.8,1,EC,<30,Low,1.0,1.0,0.3,48.76,Average
3.03,65.5,77.4,2,3,38.0,6-8,5.7,2,ICT,30-60,High,1.0,0.7,1.0,54.4,Average
6.76,33.1,73.3,1,4,39.8,6-8,10.3,1,EE,<30,Low,1.0,1.0,0.3,55.1,Average
5.11,74.9,51.6,2,3,44.1,<6,29.2,1,EE,>60,Medium,0.3,0.4,0.7,53.47,Average
4.6,58.7,49.4,0,3,10.2,>8,29.7,1,EE,<30,High,0.8,1.0,1.0,41.43,Average
6.34,73.3,76.3,1,2,15.5,6-8,14.0,2,ICT,30-60,High,1.0,0.7,1.0,60.85,Average
5.42,78.6,99.2,0,3,43.3,6-8,8.3,1,IT,<30,Medium,1.0,1.0,0.7,78.54,Good
3.73,61.4,52.4,2,2,38.0,<6,29.5,2,ICT,30-60,Low,0.3,0.7,0.3,34.53,At Risk
6.03,45.8,93.5,2,4,36.3,6-8,9.9,0,ME,30-60,High,1.0,0.7,1.0,64.81,Average
7.03,38.5,66.9,1,4,33.0,>8,11.2,1,ICT,30-60,Medium,0.8,0.7,0.7,56.1,Average
1.24,39.6,89.5,0,0,44.9,<6,1.2,0,IT,<30,Medium,0.3,1.0,0.7,36.52,At Risk
5.19,82.0,37.4,3,0,20.9,6-8,11.4,1,EC,30-60,High,1.0,0.7,1.0,45.05,Average
1.52,37.4,81.0,2,1,40.5,<6,3.4,1,EC,<30,Low,0.3,1.0,0.3,27.53,At Risk
2.68,53.1,86.8,3,5,20.7,6-8,15.8,0,IT,<30,Low,1.0,1.0,0.3,45.22,Average
6.04,50.1,86.6,0,2,40.7,6-8,19.4,1,IT,30-60,Medium,1.0,0.7,0.7,61.21,Average
8.8,81.9,82.8,0,0,11.4,>8,23.8,3,ICT,>60,Medium,0.8,0.4,0.7,65.92,Average
8.95,58.7,44.3,4,4,33.4,6-8,1.6,3,EC,>60,Low,1.0,0.4,0.3,58.76,Average
1.63,89.8,61.8,1,4,16.6,<6,15.9,3,CE,<30,High,0.3,1.0,1.0,45.6,Average
4.77,74.2,44.0,1,5,15.8,<6,4.8,0,ICT,30-60,Low,0.3,0.7,0.3,53.72,Average
6.25,81.1,47.4,0,2,6.2,6-8,10.5,1,EC,30-60,Medium,1.0,0.7,0.7,57.89,Average
2.32,35.9,44.1,1,0,45.4,>8,17.1,0,EC,>60,Medium,0.8,0.4,0.7,27.82,At Risk
7.89,45.2,42.7,2,4,36.8,6-8,14.6,1,EC,<30,Medium,1.0,1.0,0.7,54.31,Average
7.7,38.1,75.5,0,5,44.0,6-8,24.5,1,EE,>60,Low,1.0,0.4,0.3,66.43,Average
9.13,57.8,72.0,0,3,40.7,<6,21.9,1,CE,>60,Medium,0.3,0.4,0.7,70.59,Good
1.08,73.1,36.3,3,2,22.8,6-8,14.4,0,CE,<30,Medium,1.0,1.0,0.7,30.83,At Risk
2.95,40.1,75.3,3,1,37.4,>8,23.7,1,ME,<30,Medium,0.8,1.0,0.7,29.5,At Risk
8.44,37.8,43.3,2,4,9.2,6-8,27.8,2,EE,<30,Medium,1.0,1.0,0.7,41.11,Average
7.04,66.9,36.1,0,2,36.9,>8,24.6,1,EE,<30,Medium,0.8,1.0,0.7,55.25,Average
9.05,43.8,79.8,2,5,46.7,6-8,9.3,2,EC,<30,Low,1.0,1.0,0.3,69.97,Average
1.51,58.8,49.0,1,2,47.3,6-8,21.8,1,IT,<30,Low,1.0,1.0,0.3,36.31,At Risk
6.37,33.1,65.5,1,3,16.3,>8,10.6,3,EC,<30,High,0.8,1.0,1.0,40.88,Average
6.12,70.8,36.0,0,4,29.2,<6,18.6,1,ME,30-60,Low,0.3,0.7,0.3,54.25,Average
1.32,62.5,69.1,2,1,11.8,>8,20.8,4,ICT,30-60,Medium,0.8,0.7,0.7,23.91,At Risk
5.62,68.8,36.6,0,5,34.0,<6,9.4,0,EC,<30,Medium,0.3,1.0,0.7,59.59,Average
6.49,46.5,33.4,0,1,18.3,>8,17.7,2,EC,<30,High,0.8,1.0,1.0,37.29,At Risk
2.72,46.7,50.9,0,2,26.8,<6,16.0,1,IT,30-60,Medium,0.3,0.7,0.7,31.96,At Risk
3.46,78.1,83.2,2,0,7.4,>8,17.9,2,ME,<30,High,0.8,1.0,1.0,41.41,Average
6.76,73.1,34.1,1,4,19.8,6-8,6.9,0,CE,<30,Medium,1.0,1.0,0.7,60.88,Average
5.21,64.8,29.4,4,1,48.5,>8,27.3,4,CE,30-60,Medium,0.8,0.7,0.7,33.36,At Risk
8.72,67.7,22.5,1,1,36.8,<6,7.8,1,ICT,<30,Low,0.3,1.0,0.3,52.19,Average
4.08,35.6,53.3,1,4,15.4,<6,2.2,1,IT,30-60,High,0.3,0.7,1.0,36.17,At Risk
3.4,81.4,42.6,2,0,6.5,>8,21.4,3,CE,30-60,Low,0.8,0.7,0.3,28.84,At Risk
9.86,76.2,43.4,1,3,35.0,<6,23.6,3,ME,30-60,High,0.3,0.7,1.0,66.63,Average
9.2,65.4,98.6,1,3,46.5,6-8,2.2,2,CE,30-60,Low,1.0,0.7,0.3,83.98,Good
1.26,85.1,35.5,2,4,31.3,6-8,7.9,0,CE,30-60,Medium,1.0,0.7,0.7,48.7,Average
7.94,40.1,56.7,2,1,24.4,6-8,0.4,0,EE,<30,Low,1.0,1.0,0.3,47.62,Average
1.99,71.2,98.9,2,0,42.2,<6,1.5,4,ICT,>60,High,0.3,0.4,1.0,46.26,Average
1.25,87.8,22.4,0,1,27.9,6-8,15.6,2,EE,<30,Medium,1.0,1.0,0.7,36.95,At Risk
3.46,48.6,75.7,2,2,45.0,<6,21.8,0,ICT,<30,Medium,0.3,1.0,0.7,40.86,Average
3.42,30.9,49.7,0,4,34.9,>8,21.2,1,ME,>60,Low,0.8,0.4,0.3,36.51,At Risk
8.37,74.1,92.5,3,4,7.2,6-8,21.2,0,EC,30-60,Medium,1.0,0.7,0.7,70.67,Good
7.4,30.4,93.0,0,1,32.9,6-8,14.5,1,EE,>60,Low,1.0,0.4,0.3,55.12,Average
9.83,82.4,51.0,2,2,23.3,<6,8.0,0,EE,>60,Medium,0.3,0.4,0.7,70.79,Good
7.4,33.4,37.7,0,0,27.9,6-8,21.8,0,CE,>60,Low,1.0,0.4,0.3,39.34,At Risk
4.76,69.2,54.2,1,5,33.2,6-8,7.2,1,CE,<30,Low,1.0,1.0,0.3,60.11,Average
7.29,52.6,97.2,2,0,41.6,6-8,6.3,3,EC,<30,Medium,1.0,1.0,0.7,58.08,Average
10.0,42.2,42.5,0,3,14.5,6-8,19.8,2,EC,<30,Medium,1.0,1.0,0.7,53.68,Average
7.39,83.9,98.5,1,4,22.0,6-8,18.2,1,EC,30-60,Medium,1.0,0.7,0.7,80.76,Good
7.86,74.8,85.6,0,2,10.9,<6,25.7,2,IT,<30,Low,0.3,1.0,0.3,59.41,Average
9.45,50.4,41.4,2,3,27.8,<6,7.7,2,EC,<30,Low,0.3,1.0,0.3,50.54,Average
2.02,47.0,83.3,0,2,32.1,>8,3.7,0,IT,<30,Medium,0.8,1.0,0.7,45.03,Average
7.34,74.2,24.0,2,4,7.5,6-8,10.6,0,IT,>60,High,1.0,0.4,1.0,57.78,Average
8.66,80.2,63.8,0,2,24.9,6-8,25.2,2,IT,<30,High,1.0,1.0,1.0,70.48,Good
9.59,73.0,48.6,0,3,15.5,>8,21.7,2,ME,<30,Medium,0.8,1.0,0.7,65.32,Average
2.9,68.4,54.2,1,1,29.4,>8,8.6,2,EC,30-60,Low,0.8,0.7,0.3,39.99,At Risk
5.54,43.7,57.8,1,1,33.0,<6,5.2,3,EC,<30,Medium,0.3,1.0,0.7,37.07,At Risk
7.12,81.2,60.2,1,5,33.6,<6,25.5,3,ICT,<30,Low,0.3,1.0,0.3,63.55,Average
3.23,75.0,72.5,1,1,5.7,6-8,1.6,2,CE,<30,Medium,1.0,1.0,0.7,44.75,Average
6.4,61.0,75.7,0,3,21.5,6-8,19.6,1,IT,<30,Low,1.0,1.0,0.3,58.92,Average
3.32,60.7,98.1,3,5,27.0,6-8,26.3,1,IT,<30,Medium,1.0,1.0,0.7,52.86,Average
4.0,64.2,81.0,1,4,37.3,<6,27.7,1,IT,<30,Low,0.3,1.0,0.3,51.54,Average
4.97,79.7,75.0,1,4,8.4,<6,15.4,2,EE,<30,Medium,0.3,1.0,0.7,54.47,Average
5.76,74.5,51.4,4,1,46.6,<6,0.2,0,EC,<30,Low,0.3,1.0,0.3,50.33,Average
5.04,81.4,29.4,2,0,7.9,>8,5.8,2,IT,<30,Medium,0.8,1.0,0.7,37.13,At Risk
5.44,60.4,24.7,0,4,8.8,6-8,22.1,1,IT,30-60,Low,1.0,0.7,0.3,42.73,Average
3.69,67.5,58.2,1,3,17.3,6-8,16.0,0,ME,30-60,Low,1.0,0.7,0.3,47.88,Average
2.43,81.3,73.5,1,4,23.5,<6,4.2,0,EC,30-60,Low,0.3,0.7,0.3,55.26,Average
1.43,43.9,72.0,1,3,7.5,6-8,29.2,0,EC,>60,Low,1.0,0.4,0.3,28.82,At Risk
2.76,56.6,96.2,0,5,9.1,>8,24.6,1,EE,30-60,High,0.8,0.7,1.0,52.17,Average
6.24,67.2,50.6,0,1,41.7,<6,20.8,2,ICT,>60,Low,0.3,0.4,0.3,51.63,Average
8.08,84.9,70.2,2,5,17.1,<6,28.2,2,IT,30-60,Low,0.3,0.7,0.3,66.01,Average
2.52,31.0,91.0,2,3,47.1,<6,18.5,2,CE,30-60,Medium,0.3,0.7,0.7,35.54,At Risk
1.98,42.8,52.3,0,2,28.2,>8,14.9,2,ME,<30,Low,0.8,1.0,0.3,27.59,At Risk
7.74,44.1,58.2,1,3,45.7,<6,13.6,3,CE,<30,Medium,0.3,1.0,0.7,51.96,Average
3.75,49.6,93.8,0,2,39.8,<6,25.0,0,CE,<30,Low,0.3,1.0,0.3,47.69,Average
9.56,46.9,64.0,0,4,13.1,<6,4.3,2,IT,30-60,Medium,0.3,0.7,0.7,61.35,Average
7.43,65.4,84.0,1,1,40.4,6-8,11.4,2,ICT,<30,Low,1.0,1.0,0.3,64.4,Average
3.94,83.1,94.8,3,0,25.2,>8,26.1,1,EE,30-60,Low,0.8,0.7,0.3,48.94,Average
3.61,68.2,65.7,0,2,21.1,<6,1.2,2,CE,>60,Medium,0.3,0.4,0.7,48.78,Average
5.71,44.5,28.7,0,2,23.2,6-8,4.7,2,EC,<30,Medium,1.0,1.0,0.7,39.37,At Risk
1.71,81.8,85.7,0,0,7.9,<6,20.8,1,CE,<30,Medium,0.3,1.0,0.7,38.96,At Risk
2.06,67.9,85.4,0,4,49.3,6-8,2.8,2,EC,<30,Medium,1.0,1.0,0.7,62.71,Average
2.58,43.1,29.2,1,5,21.0,6-8,7.3,1,CE,30-60,Medium,1.0,0.7,0.7,34.66,At Risk
7.97,51.7,63.8,1,1,35.8,<6,28.8,2,EC,30-60,High,0.3,0.7,1.0,50.1,Average
5.62,77.4,59.0,1,0,48.0,>8,5.6,0,ICT,>60,High,0.8,0.4,1.0,64.83,Average
1.1,74.3,87.8,0,2,24.5,>8,7.0,2,EC,30-60,Low,0.8,0.7,0.3,48.01,Average
7.06,64.6,42.0,2,1,32.1,6-8,7.7,2,EC,30-60,High,1.0,0.7,1.0,52.64,Average
4.81,38.7,54.1,0,1,43.7,6-8,1.3,1,IT,30-60,Medium,1.0,0.7,0.7,46.47,Average
5.6,78.2,68.4,3,5,18.0,6-8,24.8,0,EC,>60,Low,1.0,0.4,0.3,61.36,Average
2.93,48.5,61.4,1,0,12.5,>8,7.1,0,CE,30-60,Medium,0.8,0.7,0.7,31.11,At Risk
5.97,76.3,96.4,0,5,7.2,6-8,18.4,1,ME,<30,Low,1.0,1.0,0.3,70.09,Good
9.81,68.9,96.9,1,1,16.8,>8,11.9,0,EE,<30,High,0.8,1.0,1.0,75.14,Good
1.66,45.9,26.5,3,3,18.4,<6,17.6,1,IT,>60,High,0.3,0.4,1.0,17.07,At Risk
3.56,42.7,43.8,0,1,35.1,>8,9.8,0,EC,<30,High,0.8,1.0,1.0,37.41,At Risk
3.19,37.9,20.6,2,2,29.3,6-8,0.3,3,IT,30-60,High,1.0,0.7,1.0,24.37,At Risk
3.24,44.5,53.4,2,0,16.8,<6,18.2,0,CE,<30,Medium,0.3,1.0,0.7,20.79,At Risk
4.41,39.5,73.0,1,3,43.2,<6,23.4,1,CE,>60,Medium,0.3,0.4,0.7,44.48,Average
8.36,67.0,57.7,4,1,30.1,6-8,12.1,0,IT,30-60,Low,1.0,0.7,0.3,56.23,Average
9.22,65.9,25.4,2,3,5.5,<6,8.9,0,IT,30-60,Medium,0.3,0.7,0.7,51.77,Average
2.82,65.2,35.7,1,0,5.3,<6,11.3,0,ME,<30,Medium,0.3,1.0,0.7,24.45,At Risk
5.89,68.5,33.9,0,2,28.2,<6,2.2,2,ICT,>60,Low,0.3,0.4,0.3,49.64,Average
6.73,78.9,60.9,0,3,38.0,>8,29.1,0,CE,30-60,Medium,0.8,0.7,0.7,69.75,Average
5.7,84.8,74.2,0,0,7.0,<6,12.1,0,ICT,30-60,High,0.3,0.7,1.0,57.0,Average
4.91,43.8,45.3,4,4,41.5,6-8,9.2,1,CE,<30,High,1.0,1.0,1.0,42.69,Average
2.73,65.3,30.4,0,2,8.9,>8,8.1,3,IT,<30,Medium,0.8,1.0,0.7,30.47,At Risk
5.39,34.7,83.9,3,5,40.2,6-8,4.9,0,CE,<30,Medium,1.0,1.0,0.7,55.61,Average
4.61,37.2,88.7,0,4,5.2,>8,28.0,2,EE,<30,High,0.8,1.0,1.0,41.62,Average
8.16,69.3,42.1,1,3,21.7,6-8,19.8,2,EC,30-60,Medium,1.0,0.7,0.7,59.35,Average
7.87,59.2,53.7,1,0,23.4,>8,25.5,0,ME,30-60,Low,0.8,0.7,0.3,48.86,Average
2.21,75.5,26.6,0,3,42.1,<6,28.9,3,EC,<30,Low,0.3,1.0,0.3,34.85,At Risk
1.8,55.5,38.2,0,3,11.8,6-8,7.3,3,IT,30-60,Low,1.0,0.7,0.3,29.31,At Risk
9.17,37.7,81.4,1,4,11.5,<6,17.1,1,CE,30-60,Low,0.3,0.7,0.3,54.75,Average
5.82,82.3,49.2,1,3,50.0,<6,27.5,0,EC,<30,Medium,0.3,1.0,0.7,62.23,Average
8.72,35.0,68.4,1,2,18.1,6-8,15.6,3,EC,30-60,High,1.0,0.7,1.0,49.97,Average
1.52,41.3,95.7,1,2,34.5,<6,23.6,4,EE,<30,Medium,0.3,1.0,0.7,28.39,At Risk
5.74,46.6,77.9,0,3,21.4,>8,19.9,2,IT,<30,Low,0.8,1.0,0.3,48.08,Average
5.85,89.7,56.3,1,3,10.9,6-8,26.6,1,IT,<30,Medium,1.0,1.0,0.7,59.18,Average
8.75,55.0,49.4,4,2,8.5,6-8,28.4,1,ICT,<30,Low,1.0,1.0,0.3,40.84,Average
1.88,60.1,35.2,0,2,11.4,6-8,2.5,1,IT,30-60,High,1.0,0.7,1.0,35.02,At Risk
3.16,76.2,80.5,0,3,37.5,>8,2.5,0,IT,<30,Medium,0.8,1.0,0.7,65.03,Average
4.66,68.2,29.0,0,5,44.8,6-8,3.7,0,EE,>60,Low,1.0,0.4,0.3,63.59,Average
8.79,80.5,24.9,0,5,46.7,6-8,24.7,1,EE,30-60,Medium,1.0,0.7,0.7,77.26,Good
9.45,59.2,28.4,2,1,5.3,<6,13.5,1,ICT,<30,Medium,0.3,1.0,0.7,41.63,Average
9.93,88.3,39.4,1,2,27.9,<6,23.5,2,EE,<30,Medium,0.3,1.0,0.7,65.82,Average
9.63,77.8,70.2,3,1,27.6,<6,19.8,1,ICT,<30,Low,0.3,1.0,0.3,61.12,Average
1.05,54.1,88.9,2,1,11.4,>8,24.2,0,EC,30-60,High,0.8,0.7,1.0,30.77,At Risk
1.43,52.9,99.4,2,4,31.5,6-8,17.0,1,CE,<30,Low,1.0,1.0,0.3,44.77,Average
2.33,85.8,78.5,1,2,28.3,6-8,14.7,0,CE,30-60,High,1.0,0.7,1.0,59.16,Average
4.14,71.1,31.7,0,2,47.0,6-8,29.9,3,CE,<30,Medium,1.0,1.0,0.7,45.59,Average
8.47,67.3,42.2,0,2,7.4,6-8,0.3,0,ICT,<30,Low,1.0,1.0,0.3,60.06,Average
9.03,75.5,30.6,0,2,31.9,6-8,16.2,1,ME,>60,Medium,1.0,0.4,0.7,68.5,Average
2.68,63.7,29.2,4,4,5.3,6-8,27.1,2,CE,30-60,Medium,1.0,0.7,0.7,23.85,At Risk
6.58,39.6,65.4,1,4,27.6,<6,1.3,1,CE,30-60,High,0.3,0.7,1.0,53.17,Average
9.26,49.2,92.5,2,0,43.5,<6,23.5,0,ICT,<30,Medium,0.3,1.0,0.7,59.68,Average
5.17,63.5,74.7,0,5,26.0,6-8,9.8,1,ICT,30-60,Medium,1.0,0.7,0.7,66.48,Average
1.93,31.1,84.1,1,5,28.3,<6,16.9,1,ME,>60,Medium,0.3,0.4,0.7,37.08,At Risk
5.12,56.2,60.6,1,4,15.9,6-8,27.0,3,IT,>60,Medium,1.0,0.4,0.7,46.44,Average
4.38,75.3,58.0,1,5,19.0,6-8,20.6,2,EC,<30,Low,1.0,1.0,0.3,53.83,Average
6.2,39.9,95.0,1,2,31.1,6-8,3.8,2,EC,30-60,High,1.0,0.7,1.0,57.23,Average
4.95,33.9,77.8,1,1,9.9,6-8,11.4,1,CE,30-60,Low,1.0,0.7,0.3,35.01,At Risk
1.16,80.2,56.7,0,2,20.3,<6,17.2,0,ICT,30-60,Medium,0.3,0.7,0.7,41.5,Average
9.95,67.0,46.6,1,2,8.9,<6,13.4,3,ME,<30,Medium,0.3,1.0,0.7,53.8,Average
5.89,40.6,27.5,1,1,44.8,<6,8.2,0,IT,<30,Low,0.3,1.0,0.3,35.71,At Risk
5.26,78.4,85.7,1,1,30.1,<6,18.4,1,IT,>60,Low,0.3,0.4,0.3,57.71,Average
9.59,69.5,33.5,1,5,28.7,6-8,19.4,2,ME,<30,Low,1.0,1.0,0.3,66.89,Average
2.4,50.0,61.2,1,3,38.1,<6,23.1,0,EC,>60,Medium,0.3,0.4,0.7,39.24,At Risk
2.7,52.6,71.0,1,4,6.3,<6,2.0,0,ICT,30-60,Medium,0.3,0.7,0.7,40.62,Average
8.27,39.4,79.5,1,0,37.7,6-8,26.1,1,ME,30-60,Medium,1.0,0.7,0.7,53.15,Average
3.35,80.1,26.7,2,5,46.4,<6,9.2,4,EE,>60,Medium,0.3,0.4,0.7,48.74,Average
8.19,60.5,20.9,2,4,44.6,6-8,13.6,1,EC,30-60,Medium,1.0,0.7,0.7,60.2,Average
